"Team ID","News ID","Title","Image","Published Time","Source","URL","Content"
8548,"A452BDCE78AFB6339FCA58FF44993543","Young man brutally attacked and missiles lobbed at cops ahead of Old Firm","https://www.glasgowtimes.co.uk/resources/images/18884348/?type=app&htype=0","2024-12-16T12:37:00.000Z","Glasgow Evening Times","https://www.glasgowtimes.co.uk/sport/24797677.man-brutally-attacked-cop-injured-ahead-old-firm-glasgow/?ref=rss","A young man was brutally attacked ahead of the Old Firm clash in Glasgow yesterday - while a cop was also left injured following a separate incident. Police are carrying out enquiries after disorder in the city on Sunday, December 15, before the Rangers "
8548,"03B1AF88BC29E7D4570DD353DB49BED4","Two Rangers flops Clement should follow Amorim example for after Man Utd boss swings axe","https://cdn1.rangersnews.uk/uploads/24/2024/12/GettyImages-2189663864-1-1024x683.jpg","2024-12-16T12:30:00.000Z","Rangers News","https://www.rangersnews.uk/opinion/the-two-rangers-flops-philippe-clement-should-follow-ruben-amorim-example-for-after-man-utd-boss-swings-axe/","Philippe Clement will soon come face to face with Ruben Amorim when Rangers face Man Utd and the Belgian could do with taking a leaf out of his opposite number’s book. Since walking through the doors to take over as manager in October 2023, Celtic have"
8548,"B524D532EC87FAFF6BDB142FECEB38F0","Ex-Scottish referee duo pass damning VAR verdict on Rangers penalty call against Celtic","https://cdn1.rangersnews.uk/uploads/24/2024/12/GettyImages-2190125846-1024x683.jpg","2024-12-16T12:00:00.000Z","Rangers News","https://www.rangersnews.uk/news/ex-scottish-referee-duo-pass-damning-var-verdict-on-rangers-penalty-call-against-celtic/","Philippe Clement claims his phone blew up after Rangers’ penalty kicks Premier Sports Cup Final defeat to Celtic over the extra time penalty that never was. The Rangers manager was left incensed at the decision not awarding the Ibrox side a free kick o"
8548,"FFDD3F92BF043B13B3F443F5628CCB94","What Butland did to let Scheichel dominate penalty proceedings","https://cdn1.rangersnews.uk/uploads/24/2024/12/GettyImages-2190126455-1024x683.jpg","2024-12-16T11:30:00.000Z","Rangers News","https://www.rangersnews.uk/opinion/jack-butland-shrinks-as-rangers-stopper-lets-kasper-schmeichel-dominate-penalty-proceedings/","Philippe Clement must be cursed, it’s the only reason left why Rangers can’t beat Celtic regardless of how he sets his team up or how his team plays. The manager was perplexed as to why Vaclav Cerny wasn’t awarded a penalty, but when extra-time was"
8548,"8DE3C2A3CDA16E3FD4FBB92432B55F42","Celtic star in X-rated celebration after League Cup triumph over Rangers","https://www.glasgowtimes.co.uk/resources/images/18883335/?type=app&htype=0","2024-12-16T11:09:18.000Z","Glasgow Evening Times","https://www.glasgowtimes.co.uk/sport/24797230.celtic-ace-x-rated-celebration-triumph-rangers/?ref=rss","Paulo Bernardo has taken to social media to share his X-rated celebratory thoughts following Celtic's penalty shootout triumph over Rangers in the Scottish League Cup. The midfielder played from the start as Brendan Rodgers selected the Portuguese ace to"
8548,"370D8B2623ECC1AEA215E0BDB9CC8C7C","Philippe Clement gets Rangers plaudits as star comes alive after tactical tweak","https://cdn1.rangersnews.uk/uploads/24/2024/12/GettyImages-2190065495-1-1024x683.jpg","2024-12-16T11:00:00.000Z","Rangers News","https://www.rangersnews.uk/news/philippe-clement-gets-rangers-plaudits-as-star-comes-alive-after-tactical-tweak/","Rangers fell just short in the cruelest of fashions at the end of the Premier Sports Cup final. To lose any game on penalties is hard to accept but when it is a cup final against your biggest rivals and you were the underdog, that’s about as tough as i"
8548,"80EB2BB51D109A82199226E2EF245D43","Clement on ‘massive’ moment Rangers Celtic Final spun; not the dodgy penalty call","https://cdn1.rangersnews.uk/uploads/24/2024/12/GettyImages-2190094562-2-1024x683.jpg","2024-12-16T10:45:00.000Z","Rangers News","https://www.rangersnews.uk/match/philippe-clement-on-massive-moment-rangers-celtic-final-spun-as-he-hails-team-spirit/","Philippe Clement was furious at full-time after Rangers were denied a clear penalty in the Premier Sports Cup defeat to Celtic. The Ibrox side are well-used to the Parkhead club getting the rub of the green in the Old Firm fixture with VAR acting almost "
8548,"BE1F60ECB5724C3437466128DAD2D8FB","'No way you can get away with that'... Derby reminder sees Celtic get away with another Rangers VAR incident","https://cdn1.rangersnews.uk/uploads/24/2024/11/GettyImages-2165755304-1024x654.jpg","2024-12-16T10:30:00.000Z","Rangers News","https://www.rangersnews.uk/news/no-way-you-can-get-away-with-that-derby-reminder-sees-celtic-get-away-with-another-rangers-var-incident/","When is an accidental clip of a player’s heel not a foul? When it’s a Rangers player who is fouled and Celtic score. The pressure on officials for every Old Firm derby is now at the level where not one, regardless of accurate or perceived allegiances"
8548,"8D538860B6978CB281468E6866B5615A","'Absolutely' - Ally McCoist delivers hopeful Rangers vs Celtic verdict","https://www.glasgowtimes.co.uk/resources/images/18882977/?type=app&htype=0","2024-12-16T10:29:20.000Z","Glasgow Evening Times","https://www.glasgowtimes.co.uk/sport/24797004.rangers-vs-celtic-gap-closing-ally-mccoists-verdict/?ref=rss","Ally McCoist believes that the gap between Rangers and Celtic is closing. The former Gers striker watched on yesterday as Philippe Clement's side narrowly lost out on the Scottish League Cup with a penalty shootout loss to the Hoops. Ridvan Yilmaz saw hi"
8548,"24490EFD92272D428685012D0A0722A3","Cocaine-fuelled Celtic and Rangers ultras are a national disgrace – action is needed","https://www.glasgowtimes.co.uk/resources/images/18882812/?type=app&htype=0","2024-12-16T10:14:19.000Z","Glasgow Evening Times","https://www.glasgowtimes.co.uk/sport/24796938.cocaine-fuelled-celtic-rangers-ultras-now-national-disgrace/?ref=rss","The emotions which were being experienced by Celtic manager Brendan Rodgers and his Rangers counterpart Philippe Clement at Hampden last night in the wake of a remarkable Premier Sports Cup final could not have been any more conflicting. Rodgers was reli"
